,螟沥家疙,荐柯,荐家捞柯丑档,傈扁傈档档,侩粮魂家,醚蜡扁藕家,醚龙家,醚牢,努肺肺鞘,堪拳皋瓶坊,飘府努肺肺俊抛牢,荤堪拳藕家,飘府努肺肺俊瓶坊,抛飘扼努肺肺俊瓶坊,亥哩,喷风浚,俊瓶亥哩,磊老坊,磊老坊,堪拳皋瓶坊,飘府努肺肺俊抛牢,荤堪拳藕家,飘府努肺肺俊瓶坊,抛飘扼努肺肺俊瓶坊
2015-04-25,何咯,16.1,8.4,268.0,13.4,3.2,3.147,0.04,37.3,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0
2015-04-26,何咯,16.3,8.5,263.0,13.6,3.1,3.024,0.031,37.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-27,何咯,16.7,8.8,259.0,14.1,3.1,2.712,0.025,28.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-28,何咯,16.8,8.9,257.0,14.2,3.1,2.933,0.036,33.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-29,何咯,16.6,8.6,250.0,12.0,3.1,3.169,0.053,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04-30,何咯,17.9,8.7,248.0,13.3,3.1,3.033,0.068,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-01,何咯,18.8,8.9,250.0,14.6,3.3,3.02,0.059,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-02,何咯,20.6,9.0,273.0,15.0,3.3,2.969,0.051,44.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-03,何咯,19.7,8.2,298.0,11.7,3.4,3.327,0.05,45.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04,何咯,,,,,,,,,,,,,,,,,,,,,,,
2015-05-05,何咯,,,,,,,,,,,,,,,,,,,,,,,
2015-05-06,何咯,,,,,,,,,,,,,,,,,,,,,,,
2015-05-07,何咯,17.3,8.7,266.0,12.8,3.5,1.796,0.041,42.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-08,何咯,17.0,8.8,266.0,14.3,3.5,1.895,0.039,56.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-09,何咯,17.3,8.9,255.0,15.0,3.4,1.864,0.031,55.0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0
2015-05-10,何咯,17.5,8.8,257.0,14.8,3.3,1.85,0.035,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-11,何咯,17.4,8.7,260.0,13.8,,1.954,0.033,48.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-12,何咯,17.0,8.6,261.0,11.9,,2.273,0.03,47.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-13,何咯,17.5,8.5,262.0,10.9,3.5,2.309,0.024,45.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-14,何咯,18.4,8.5,257.0,11.4,3.3,2.237,0.027,46.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-15,何咯,18.7,8.6,259.0,12.6,,2.429,,54.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-16,何咯,19.1,8.6,278.0,13.0,4.0,2.654,0.039,70.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-17,何咯,19.8,8.7,271.0,13.6,3.9,2.551,0.036,63.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-18,何咯,19.4,8.8,259.0,13.6,3.7,2.469,0.042,58.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-19,何咯,18.8,8.8,259.0,12.6,3.6,2.151,0.045,49.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-20,何咯,18.6,8.7,270.0,13.0,3.7,2.298,0.037,47.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-21,何咯,18.8,8.8,277.0,13.4,3.7,2.381,0.038,49.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-22,何咯,19.6,9.0,277.0,14.2,3.7,2.231,0.032,49.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-23,何咯,20.2,8.8,276.0,14.0,4.2,2.764,0.038,43.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-24,何咯,20.8,8.7,283.0,12.2,4.2,2.475,0.03,40.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-25,何咯,20.9,8.7,286.0,,4.1,2.487,0.028,35.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-26,何咯,21.6,8.9,288.0,12.3,4.0,2.512,0.033,31.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-27,何咯,,,,,,,,31.9,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0
2015-05-28,何咯,,,,,,,,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-29,何咯,,,,,,,,,,,,,,,,,,,,,,,
2015-05-30,何咯,22.4,8.8,276.0,12.2,4.2,2.981,0.032,25.5,,,,,,,,,,,,,,,
2015-05-31,何咯,22.0,8.5,271.0,9.8,4.1,2.927,0.039,29.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-01,何咯,22.0,8.8,275.0,10.3,4.1,2.955,0.037,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-02,何咯,22.0,8.9,284.0,13.1,4.1,2.857,0.033,29.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-03,何咯,21.6,8.7,287.0,12.7,3.7,2.681,0.03,28.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-04,何咯,21.7,8.8,290.0,13.5,3.7,2.681,0.032,30.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-05,何咯,21.5,8.9,293.0,12.4,3.6,2.912,0.029,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-06,何咯,21.3,8.7,284.0,11.3,3.6,2.843,0.029,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-07,何咯,22.6,9.0,280.0,11.2,3.6,2.734,0.038,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-08,何咯,22.5,9.1,278.0,11.3,3.8,2.744,0.044,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-09,何咯,22.3,9.1,272.0,13.6,3.7,2.819,0.048,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-10,何咯,23.2,9.1,272.0,13.0,3.8,2.811,0.043,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-11,何咯,22.8,9.1,279.0,11.8,3.8,3.016,0.038,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-12,何咯,22.7,8.4,282.0,9.1,3.7,3.049,0.036,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-13,何咯,23.1,8.0,289.0,8.8,3.7,2.974,0.035,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-14,何咯,23.5,8.3,279.0,9.3,,3.0,0.033,19.6,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0
2015-06-15,何咯,24.4,8.7,282.0,10.3,,,0.048,17.7,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0
2015-06-16,何咯,24.8,8.5,294.0,9.6,4.0,,0.051,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-17,何咯,24.8,8.4,300.0,9.5,3.6,2.787,0.052,16.4,,,,,,,,,,,,,,,
2015-06-18,何咯,24.9,7.7,313.0,7.9,3.7,2.955,0.055,13.6,,,,,,,,,,,,,,,
2015-06-19,何咯,25.3,7.5,324.0,7.6,3.8,3.022,0.069,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-20,何咯,24.6,7.4,327.0,7.5,3.7,2.905,0.067,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-21,何咯,25.0,7.2,326.0,6.4,3.8,2.884,0.067,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-22,何咯,24.8,7.3,309.0,8.0,3.7,3.017,0.066,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
2015-06-23,何咯,25.6,8.3,316.0,10.7,3.8,2.547,0.072,30.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
2015-06-24,何咯,25.7,8.7,313.0,10.6,3.8,2.338,0.063,36.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-25,何咯,24.3,8.3,322.0,9.4,4.0,2.55,0.05,29.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
2015-06-26,何咯,23.8,7.7,306.0,7.6,4.0,2.823,0.05,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
2015-06-27,何咯,23.3,7.5,273.0,8.7,4.2,3.104,0.058,42.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-06-28,何咯,24.0,7.4,240.0,8.7,4.1,3.051,0.056,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0
2015-06-29,何咯,25.4,7.8,222.0,10.2,4.0,2.62,0.048,47.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-06-30,何咯,25.9,8.8,227.0,12.0,4.4,2.38,0.05,60.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-01,何咯,25.1,7.8,239.0,9.6,4.5,2.314,0.04,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-02,何咯,25.6,8.0,246.0,9.7,4.4,2.22,0.04,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-03,何咯,26.1,7.9,257.0,8.6,4.3,2.162,0.048,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-04,何咯,26.8,8.3,266.0,8.7,4.2,2.146,0.067,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-05,何咯,26.9,8.1,254.0,8.4,4.0,2.105,0.067,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-06,何咯,27.3,8.5,268.0,8.9,3.9,2.117,0.066,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-07,何咯,25.8,8.0,311.0,7.4,3.8,2.994,0.067,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-08,何咯,24.6,7.3,327.0,5.7,3.9,3.485,0.092,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-09,何咯,24.6,7.2,357.0,4.9,4.0,3.564,0.104,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-10,何咯,25.4,7.2,367.0,5.1,4.0,3.588,0.103,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-11,何咯,26.5,7.6,354.0,7.0,4.1,3.821,0.081,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-07-12,何咯,25.6,7.2,337.0,5.6,3.8,4.014,0.074,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-07-13,何咯,24.6,7.3,335.0,6.1,3.8,4.264,0.086,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-14,何咯,25.4,7.9,329.0,8.2,3.8,3.334,0.088,30.9,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
2015-07-15,何咯,26.9,8.7,296.0,11.2,3.5,2.509,0.08,52.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-16,何咯,26.6,8.4,297.0,8.0,3.5,2.35,,50.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-17,何咯,26.1,8.2,307.0,8.3,3.6,,,50.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-18,何咯,26.2,8.3,325.0,7.6,3.7,2.493,0.056,43.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-19,何咯,26.2,8.5,332.0,6.2,3.8,2.48,0.06,40.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-20,何咯,26.6,8.5,320.0,7.8,3.7,2.485,0.078,46.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-21,何咯,27.1,8.5,,9.7,3.5,2.574,0.078,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-22,何咯,27.2,7.8,330.0,8.1,3.4,2.777,0.074,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-23,何咯,26.4,7.5,339.0,7.9,3.5,3.136,0.091,44.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-24,何咯,25.8,7.0,245.0,5.9,3.6,3.596,0.124,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
2015-07-25,何咯,25.4,6.7,204.0,5.4,3.9,3.656,0.134,12.8,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0
2015-07-26,何咯,26.7,6.8,204.0,5.9,3.9,3.659,0.13,11.9,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0
2015-07-27,何咯,26.3,6.8,196.0,6.7,3.9,3.594,,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-28,何咯,26.6,6.9,192.0,7.2,3.8,3.42,,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-29,何咯,27.2,7.3,203.0,8.5,3.9,,,35.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-30,何咯,27.8,7.7,230.0,9.2,3.8,1.981,,37.4,,,,,,,,,,,,,,,
2015-07-31,何咯,28.5,8.1,253.0,9.7,3.7,1.785,,35.2,,,,,,,,,,,,,,,
2015-08-01,何咯,,,,,,,,,,,,,,,,,,,,,,,
2015-08-02,何咯,,,,,,,,,,,,,,,,,,,,,,,
2015-08-03,何咯,,,,,,,,,,,,,,,,,,,,,,,
2015-08-04,何咯,29.6,7.6,278.0,6.9,3.4,2.627,0.083,30.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-05,何咯,29.9,7.8,276.0,7.7,3.4,2.558,0.077,22.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-06,何咯,31.1,8.4,282.0,10.2,3.6,2.566,0.079,27.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-07,何咯,32.5,9.0,295.0,11.2,3.5,2.43,0.063,26.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-08,何咯,31.6,8.9,308.0,8.3,3.6,2.463,0.058,36.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-09,何咯,30.9,8.4,301.0,6.7,3.6,2.463,0.063,30.6,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-10,何咯,30.7,8.7,295.0,7.7,3.5,2.311,0.068,32.9,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-11,何咯,29.5,7.9,309.0,7.4,3.5,2.163,0.052,30.5,,,,,,,,,,,,,,,
2015-08-12,何咯,29.4,7.6,317.0,7.4,3.6,2.212,0.086,26.7,,,,,,,,,,,,,,,
2015-08-13,何咯,29.4,7.8,325.0,8.1,3.6,2.198,0.081,29.9,,,,,,,,,,,,,,,
2015-08-14,何咯,29.6,8.3,334.0,9.7,3.7,2.085,0.08,35.0,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-15,何咯,30.4,9.1,344.0,12.8,3.9,2.104,0.08,44.4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-16,何咯,29.8,8.9,340.0,9.6,4.0,2.088,0.062,35.8,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-17,何咯,29.1,8.0,342.0,8.0,4.0,2.111,0.067,30.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-18,何咯,29.2,8.2,343.0,8.8,3.9,1.931,0.065,30.3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-19,何咯,28.8,8.7,345.0,10.6,3.7,1.922,0.066,33.1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-20,何咯,28.4,8.4,348.0,9.1,3.7,2.253,0.064,,,,,,,,,,,,,,,,
2015-08-21,何咯,28.4,8.2,358.0,8.7,3.6,2.704,0.074,,,,,,,,,,,,,,,,
2015-08-22,何咯,28.1,8.2,364.0,8.7,3.6,2.756,0.069,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-23,何咯,28.9,8.6,371.0,10.7,3.9,2.813,0.074,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-24,何咯,28.3,8.7,370.0,10.9,3.9,2.619,0.052,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-25,何咯,26.9,8.1,372.0,8.1,3.7,2.798,0.063,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-08-26,何咯,27.0,8.3,375.0,9.5,3.8,2.793,0.081,,,,,,,,,,,,,,,,
2015-08-27,何咯,26.7,8.5,384.0,10.3,3.9,2.677,0.072,,,,,,,,,,,,,,,,
2015-08-28,何咯,26.7,8.7,387.0,10.2,3.9,2.611,0.065,,,,,,,,,,,,,,,,
2015-08-29,何咯,27.8,8.8,382.0,10.5,3.8,2.554,0.068,,,,,,,,,,,,,,,,
2015-08-30,何咯,27.8,9.0,364.0,10.3,3.8,2.338,0.056,,,,,,,,,,,,,,,,
2015-08-31,何咯,27.6,8.8,356.0,9.0,3.8,2.303,0.05,,,,,,,,,,,,,,,,
2015-09-01,何咯,26.8,8.3,362.0,8.5,3.9,2.603,0.043,,,,,,,,,,,,,,,,
2015-09-02,何咯,26.4,7.8,359.0,7.6,3.7,2.733,0.063,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-03,何咯,26.7,8.0,351.0,8.6,3.6,2.742,0.071,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-04,何咯,26.8,7.8,344.0,7.2,3.6,2.574,0.072,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-05,何咯,26.9,8.1,353.0,7.8,3.5,2.524,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-06,何咯,26.1,7.7,375.0,6.5,3.4,2.782,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-07,何咯,25.8,7.8,397.0,7.1,3.2,2.824,0.09,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-08,何咯,25.6,8.0,411.0,8.1,3.9,2.584,0.081,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-09,何咯,25.1,8.0,407.0,8.6,3.8,2.477,0.082,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-10,何咯,25.2,8.4,400.0,10.2,3.8,2.419,0.077,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-11,何咯,24.9,8.5,396.0,9.7,3.6,2.248,0.058,,,,,,,,,,,,,,,,
2015-09-12,何咯,24.5,8.5,400.0,8.6,3.6,,0.078,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-13,何咯,24.4,8.3,412.0,7.5,3.7,,0.08,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-14,何咯,24.0,8.1,423.0,7.8,3.8,,0.076,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-15,何咯,23.7,8.2,436.0,8.9,4.1,2.109,0.061,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-16,何咯,23.2,8.3,433.0,9.3,4.1,2.3,0.067,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-17,何咯,23.3,8.3,423.0,9.5,4.0,2.421,0.065,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-18,何咯,23.6,8.5,417.0,9.6,4.2,2.461,0.048,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-19,何咯,23.8,8.6,417.0,9.7,4.6,2.531,0.074,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-20,何咯,24.0,8.7,421.0,9.0,4.7,2.64,0.054,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-21,何咯,24.3,8.8,431.0,9.2,4.6,2.765,0.052,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-22,何咯,24.3,8.6,446.0,9.9,4.7,2.991,0.062,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-23,何咯,23.5,8.3,449.0,8.9,4.9,3.269,0.067,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-24,何咯,23.3,8.0,445.0,7.9,4.8,3.44,0.073,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-25,何咯,23.7,8.2,439.0,8.5,4.8,3.388,0.074,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-26,何咯,23.3,8.2,432.0,8.8,4.8,3.318,0.074,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-27,何咯,23.7,8.2,426.0,8.7,4.7,3.254,0.076,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-28,何咯,23.1,7.9,423.0,8.1,4.6,3.259,0.074,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-29,何咯,23.1,7.9,424.0,8.3,4.5,3.065,0.074,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-09-30,何咯,23.0,7.9,443.0,8.5,4.4,2.989,0.064,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-10-01,何咯,22.5,7.8,475.0,8.2,4.1,3.446,0.05,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-10-02,何咯,21.7,7.5,477.0,7.5,4.0,3.953,0.07,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-10-03,何咯,21.2,7.4,467.0,7.5,4.0,4.013,0.065,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-10-04,何咯,21.0,7.7,455.0,8.6,3.9,3.843,0.058,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-10-05,何咯,20.9,8.0,456.0,9.3,4.2,3.506,0.058,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-10-06,何咯,21.0,8.4,467.0,10.0,4.5,2.976,0.066,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-10-07,何咯,20.8,8.5,456.0,10.0,4.2,2.982,0.063,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-10-08,何咯,20.4,8.4,446.0,9.6,4.0,3.008,0.057,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-10-09,何咯,20.1,8.4,434.0,9.4,3.9,3.149,0.051,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-10-10,何咯,19.7,8.3,425.0,9.0,3.9,3.256,0.046,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-10-11,何咯,18.9,7.9,409.0,8.2,4.0,3.345,0.053,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-10-12,何咯,18.7,7.9,382.0,8.5,4.4,3.062,0.071,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-10-13,何咯,18.8,8.3,374.0,9.4,4.7,2.826,0.088,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-10-14,何咯,18.8,8.4,374.0,9.7,4.3,2.564,0.073,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-10-15,何咯,19.3,8.7,377.0,10.5,4.4,2.372,0.067,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-10-16,何咯,19.1,8.8,385.0,10.1,4.4,2.479,0.061,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-10-17,何咯,19.3,8.7,394.0,8.4,4.3,2.596,0.057,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-10-18,何咯,19.6,8.3,396.0,,4.3,2.668,0.056,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-10-19,何咯,19.1,8.3,388.0,,4.2,2.781,0.054,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-10-20,何咯,18.8,8.1,385.0,8.4,4.1,2.901,0.052,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-10-21,何咯,19.1,7.8,402.0,7.6,4.1,3.234,0.06,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-10-22,何咯,19.0,7.5,420.0,6.9,4.2,3.282,0.058,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-10-23,何咯,19.2,7.5,431.0,7.0,4.2,3.204,0.051,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-10-24,何咯,18.7,7.4,447.0,7.0,4.3,3.45,0.045,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-10-25,何咯,18.6,7.3,458.0,7.0,4.4,3.61,0.052,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2015-10-26,何咯,18.4,7.2,478.0,6.8,4.2,3.801,0.046,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
