,螟沥家疙,荐柯,荐家捞柯丑档,傈扁傈档档,侩粮魂家,殴档,醚蜡扁藕家,醚龙家,醚牢,努肺肺鞘
2015-10-26,咯林,17.3,7.9,264.0,7.8,3.6,2.2,,0.021,0.8
2015-10-27,咯林,17.0,8.0,261.0,8.3,3.6,2.2,,0.024,0.6
2015-10-28,咯林,16.4,7.9,262.0,8.0,4.1,2.2,,0.022,0.8
2015-10-29,咯林,15.1,8.0,268.0,8.4,3.2,2.3,1.747,0.02,1.7
2015-10-30,咯林,14.5,8.1,269.0,9.0,3.2,2.3,1.776,0.018,2.2
2015-10-31,咯林,13.9,8.2,264.0,9.2,2.6,2.0,1.714,0.016,1.0
2015-11-01,咯林,12.6,8.2,260.0,9.5,2.0,1.9,1.726,0.014,0.3
2015-11-02,咯林,12.5,8.2,260.0,9.8,1.6,2.1,1.817,0.013,0.2
2015-11-03,咯林,12.7,8.1,263.0,9.7,1.5,2.2,1.785,0.015,0.1
2015-11-04,咯林,13.0,8.1,263.0,9.7,1.2,2.2,1.896,0.016,0.2
2015-11-05,咯林,13.5,8.2,264.0,9.9,1.3,2.3,1.95,0.016,0.1
2015-11-06,咯林,13.7,8.2,267.0,9.9,1.5,2.4,1.941,0.016,0.2
2015-11-07,咯林,13.6,8.2,270.0,9.9,2.9,2.3,1.981,0.016,0.2
2015-11-08,咯林,13.9,8.1,273.0,9.4,2.3,2.2,2.072,0.016,0.4
2015-11-09,咯林,13.9,7.8,269.0,8.4,2.9,2.3,2.121,0.02,0.6
2015-11-10,咯林,13.8,7.6,273.0,7.9,3.3,2.7,2.492,0.046,2.4
2015-11-11,咯林,13.8,7.6,279.0,7.7,2.4,,2.76,0.066,2.4
2015-11-12,咯林,13.4,7.6,276.0,7.9,2.1,,2.587,0.058,1.6
2015-11-13,咯林,13.4,7.9,276.0,8.8,2.7,2.8,2.216,0.035,0.6
2015-11-14,咯林,13.6,7.9,269.0,8.7,3.2,2.5,2.214,0.026,0.5
2015-11-15,咯林,13.8,7.7,263.0,8.1,5.6,2.7,2.271,0.039,1.1
2015-11-16,咯林,14.0,7.5,262.0,7.4,7.5,3.2,2.925,0.068,2.3
2015-11-17,咯林,14.4,7.6,265.0,7.6,3.9,2.7,2.738,0.053,1.6
2015-11-18,咯林,14.4,7.6,258.0,7.8,6.2,2.7,2.509,0.059,1.4
2015-11-19,咯林,13.9,7.6,259.0,7.3,7.3,3.0,2.694,0.072,1.7
2015-11-20,咯林,13.2,,272.0,7.7,3.6,2.8,2.628,0.053,1.2
2015-11-21,咯林,12.9,7.7,276.0,8.7,3.2,2.6,2.504,0.044,0.9
2015-11-22,咯林,13.0,7.7,285.0,9.0,2.6,2.5,2.575,0.041,0.8
2015-11-23,咯林,12.9,7.7,288.0,9.0,2.7,2.4,2.532,0.036,0.8
2015-11-24,咯林,12.7,7.8,279.0,9.2,2.8,2.3,2.338,0.035,1.4
2015-11-25,咯林,11.9,7.7,278.0,9.0,3.1,2.4,2.548,0.038,1.4
2015-11-26,咯林,11.1,7.8,279.0,9.3,2.6,2.5,2.728,0.044,1.0
2015-11-27,咯林,8.9,7.8,284.0,9.8,2.4,2.5,2.716,0.045,0.6
2015-11-28,咯林,7.0,7.9,283.0,10.7,2.1,2.5,2.744,0.043,0.4
2015-11-29,咯林,6.6,7.9,284.0,11.1,1.7,2.4,2.845,0.038,0.5
2015-11-30,咯林,7.2,7.9,282.0,11.0,1.6,2.4,2.978,0.034,0.7
2015-12-01,咯林,7.6,7.9,286.0,10.8,1.7,2.3,3.005,0.036,0.6
2015-12-02,咯林,7.9,8.0,281.0,10.9,2.2,2.2,3.153,0.034,1.1
2015-12-03,咯林,7.6,8.0,282.0,10.9,2.3,2.2,3.225,0.033,0.8
2015-12-04,咯林,6.4,7.9,281.0,10.6,2.5,2.2,3.174,0.032,0.8
2015-12-05,咯林,5.1,7.9,292.0,11.5,3.3,2.3,3.419,0.043,1.1
2015-12-06,咯林,5.7,8.0,309.0,11.8,3.2,2.4,3.367,0.048,1.7
2015-12-07,咯林,6.2,8.0,313.0,11.5,3.2,2.4,3.314,0.043,1.6
2015-12-08,咯林,6.0,8.1,307.0,11.8,2.9,,3.166,,1.6
2015-12-09,咯林,5.9,8.3,290.0,11.8,2.1,,3.089,,2.2
2015-12-10,咯林,6.2,8.3,288.0,11.7,2.4,,3.331,0.026,2.9
2015-12-11,咯林,6.8,8.3,287.0,11.4,2.6,,3.4,0.023,3.4
2015-12-12,咯林,7.3,8.1,290.0,10.6,2.7,,3.423,0.019,3.5
2015-12-13,咯林,7.2,8.2,295.0,10.8,2.8,,3.617,0.02,2.9
2015-12-14,咯林,6.6,8.4,295.0,11.3,2.4,,3.613,0.021,2.9
2015-12-15,咯林,6.8,8.5,291.0,11.2,2.3,2.2,3.487,0.022,3.7
2015-12-16,咯林,6.9,8.2,289.0,10.5,2.6,2.2,3.455,0.02,5.1
2015-12-17,咯林,6.1,8.3,289.0,10.9,2.6,2.3,3.431,0.02,4.3
2015-12-18,咯林,3.9,8.5,286.0,11.6,1.1,2.3,3.174,0.019,2.9
2015-12-19,咯林,2.6,8.5,291.0,11.8,0.6,2.4,3.172,0.017,1.6
2015-12-20,咯林,2.1,8.4,300.0,11.7,0.4,2.3,3.47,0.015,1.0
2015-12-21,咯林,2.8,8.3,303.0,11.7,0.6,2.2,3.756,0.015,1.5
2015-12-22,咯林,3.8,8.4,307.0,11.7,1.0,2.1,3.755,0.014,1.3
2015-12-23,咯林,4.7,8.2,308.0,11.2,1.3,2.0,3.733,0.014,2.5
2015-12-24,咯林,5.6,8.4,312.0,11.2,1.7,1.9,3.723,0.016,3.4
2015-12-25,咯林,5.7,8.2,313.0,10.5,2.1,2.0,3.806,0.016,3.7
2015-12-26,咯林,5.5,8.3,310.0,10.8,1.9,1.9,3.918,0.014,3.1
2015-12-27,咯林,4.6,8.6,305.0,10.7,1.4,1.9,3.802,0.013,2.0
2015-12-28,咯林,3.5,8.6,301.0,,1.1,1.9,3.762,0.013,1.6
2015-12-29,咯林,2.3,8.6,299.0,,0.9,1.9,3.68,0.013,1.2
2015-12-30,咯林,1.6,8.6,300.0,,0.8,1.8,3.788,0.011,1.0
2015-12-31,咯林,1.5,8.6,294.0,,0.7,1.7,3.8,0.01,1.2
2016-01-01,咯林,2.0,8.5,292.0,,0.8,1.9,4.078,0.012,1.4
2016-01-02,咯林,3.2,8.4,284.0,,0.9,1.8,,0.011,3.1
2016-01-03,咯林,3.8,8.4,283.0,,1.1,1.8,,0.01,4.0
2016-01-04,咯林,4.6,8.4,282.0,,1.3,1.9,,0.011,4.5
2016-01-05,咯林,5.2,8.5,279.0,10.9,1.9,1.9,4.008,0.012,6.5
2016-01-06,咯林,4.5,8.5,276.0,10.9,2.6,2.0,4.201,0.01,6.1
2016-01-07,咯林,2.9,8.5,273.0,11.0,2.1,1.9,4.543,0.01,4.2
2016-01-08,咯林,2.6,8.4,276.0,11.3,1.1,1.9,4.408,0.01,3.6
2016-01-09,咯林,2.4,8.4,278.0,11.1,0.8,2.0,,0.01,3.7
2016-01-10,咯林,2.9,8.4,277.0,11.0,0.9,1.9,4.108,0.008,3.6
2016-01-11,咯林,3.4,8.4,278.0,11.0,0.9,1.9,4.05,0.008,3.7
2016-01-12,咯林,3.2,8.4,274.0,10.7,1.1,1.9,4.267,0.006,4.5
2016-01-13,咯林,2.4,8.3,274.0,10.9,0.9,1.7,4.369,0.006,4.6
2016-01-14,咯林,2.4,8.4,274.0,11.0,0.8,1.7,3.813,0.008,4.5
2016-01-15,咯林,2.8,8.3,274.0,11.0,0.9,1.7,3.996,0.008,4.1
2016-01-16,咯林,2.9,8.4,272.0,10.9,1.0,1.7,3.526,0.007,4.3
2016-01-17,咯林,2.9,8.4,269.0,10.7,1.0,1.6,2.991,0.007,4.6
2016-01-18,咯林,3.2,8.4,271.0,11.3,1.3,1.7,3.095,0.007,5.2
2016-01-19,咯林,2.1,8.3,272.0,11.8,1.7,1.9,3.053,0.008,5.8
2016-01-20,咯林,0.9,8.4,274.0,12.4,1.5,1.9,3.258,0.008,7.7
2016-01-21,咯林,0.8,8.3,273.0,12.7,1.3,1.9,3.078,0.007,10.8
2016-01-22,咯林,0.9,8.2,276.0,12.4,1.0,1.9,2.947,0.007,6.4
2016-01-23,咯林,1.0,8.2,280.0,12.3,1.0,2.0,2.866,0.007,2.4
2016-01-24,咯林,0.9,8.2,278.0,12.3,1.0,1.9,3.179,0.008,2.5
2016-01-25,咯林,0.8,8.3,268.0,12.6,0.9,1.8,2.88,0.008,2.6
2016-01-26,咯林,0.7,8.2,268.0,12.5,0.8,1.8,,0.007,2.8
2016-01-27,咯林,0.8,8.1,280.0,12.1,0.8,1.9,,0.011,1.8
2016-01-28,咯林,1.3,8.2,278.0,12.5,0.8,1.8,,0.014,2.4
2016-01-29,咯林,1.6,8.3,274.0,13.0,0.8,1.7,2.832,0.012,3.1
2016-01-30,咯林,2.5,8.2,270.0,13.1,0.8,1.7,,0.012,3.5
2016-01-31,咯林,3.1,8.3,272.0,13.0,1.0,1.7,,0.012,4.3
2016-02-01,咯林,3.1,8.3,274.0,13.0,1.0,1.7,,0.011,3.8
2016-02-02,咯林,2.7,8.4,272.0,13.0,0.9,1.8,,0.008,4.0
2016-02-03,咯林,2.6,8.4,271.0,13.1,0.9,1.8,2.868,0.007,4.1
2016-02-04,咯林,3.0,8.4,272.0,13.2,1.2,1.8,2.924,0.01,5.9
2016-02-05,咯林,3.3,8.3,276.0,13.1,1.3,1.9,3.021,0.013,6.2
2016-02-06,咯林,3.1,8.3,272.0,13.1,1.1,1.8,2.936,0.011,4.4
2016-02-07,咯林,2.8,8.4,272.0,13.3,1.0,1.8,2.91,0.011,3.9
2016-02-08,咯林,2.9,8.4,268.0,13.2,1.1,1.8,2.893,0.01,4.9
2016-02-09,咯林,3.3,8.4,270.0,13.1,1.4,1.8,2.878,0.011,5.2
2016-02-10,咯林,3.8,8.4,268.0,12.9,1.4,1.8,2.775,0.011,6.7
2016-02-11,咯林,4.3,8.5,264.0,13.2,1.5,1.8,2.664,0.011,8.0
2016-02-12,咯林,5.0,8.6,265.0,13.1,1.9,1.8,2.843,0.012,7.7
2016-02-13,咯林,6.1,8.4,263.0,12.0,2.1,1.9,2.966,0.012,12.7
2016-02-14,咯林,6.7,8.2,267.0,11.4,3.0,2.0,2.898,0.014,12.7
2016-02-15,咯林,5.2,8.0,273.0,11.2,7.8,2.2,3.072,0.023,10.2
2016-02-16,咯林,3.1,8.0,271.0,12.2,7.9,2.2,3.406,0.028,5.9
2016-02-17,咯林,3.0,8.1,274.0,12.7,4.9,2.3,3.229,0.026,4.8
2016-02-18,咯林,3.0,8.2,279.0,12.9,3.5,2.5,3.476,0.026,4.7
2016-02-19,咯林,3.6,8.2,281.0,13.0,3.5,2.4,3.329,0.021,6.2
2016-02-20,咯林,4.3,8.3,285.0,13.2,3.1,2.2,3.355,0.019,6.9
2016-02-21,咯林,4.6,8.3,280.0,13.1,3.5,2.0,3.052,0.016,9.9
2016-02-22,咯林,4.7,8.4,278.0,13.2,3.3,2.0,2.964,0.015,16.1
2016-02-23,咯林,4.8,8.4,280.0,13.4,4.1,2.1,3.041,0.014,16.8
2016-02-24,咯林,5.1,8.4,277.0,13.3,5.1,2.0,2.982,0.014,13.7
2016-02-25,咯林,4.8,8.4,276.0,13.2,5.3,2.1,2.983,0.019,14.3
2016-02-26,咯林,4.7,8.4,277.0,13.6,4.5,2.1,3.088,0.022,13.3
2016-02-27,咯林,5.3,8.4,279.0,13.7,2.8,1.9,3.199,0.02,15.2
2016-02-28,咯林,5.7,8.5,277.0,13.4,3.4,1.9,3.176,0.022,19.4
2016-02-29,咯林,5.2,8.3,279.0,12.9,4.4,2.1,3.215,0.026,17.1
2016-03-01,咯林,3.4,8.2,283.0,13.1,4.3,2.3,3.255,0.028,11.1
2016-03-02,咯林,,,,,,,,,
2016-03-03,咯林,5.6,8.3,274.0,13.1,3.5,2.3,3.025,0.019,19.1
2016-03-04,咯林,6.7,8.3,282.0,12.8,3.8,2.3,3.122,0.019,13.6
2016-03-05,咯林,7.9,8.2,276.0,12.4,4.1,2.3,3.058,0.017,11.6
2016-03-06,咯林,9.2,7.7,261.0,10.5,86.8,3.3,4.12,0.055,12.7
2016-03-07,咯林,8.9,7.6,252.0,10.4,64.1,3.9,5.24,0.085,11.7
2016-03-08,咯林,7.5,7.7,255.0,11.0,14.5,3.1,3.904,0.059,11.7
2016-03-09,咯林,7.1,7.8,262.0,11.5,8.0,,3.565,0.044,9.2
2016-03-10,咯林,7.6,8.0,266.0,11.6,6.9,,3.309,0.041,9.0
2016-03-11,咯林,7.1,8.1,265.0,11.1,5.4,,3.262,0.033,7.5
2016-03-12,咯林,6.7,8.1,260.0,11.4,4.7,2.7,3.24,0.028,7.0
2016-03-13,咯林,6.9,8.2,257.0,11.5,4.2,2.5,3.211,0.027,7.9
2016-03-14,咯林,6.6,8.1,259.0,11.3,4.4,2.5,3.208,0.026,7.7
2016-03-15,咯林,7.0,8.2,258.0,11.5,3.9,2.4,3.049,0.024,7.4
2016-03-16,咯林,7.9,8.4,253.0,11.5,3.6,2.4,2.952,0.021,8.3
2016-03-17,咯林,8.4,8.3,254.0,10.9,3.5,2.4,2.956,0.02,10.4
2016-03-18,咯林,8.4,8.3,253.0,10.8,3.3,2.5,3.04,0.02,12.9
2016-03-19,咯林,8.5,8.2,253.0,10.4,3.2,2.4,2.939,0.02,10.6
2016-03-20,咯林,9.5,8.4,252.0,10.5,3.0,2.4,2.912,0.021,11.0
2016-03-21,咯林,9.7,8.4,253.0,10.8,3.3,2.4,2.854,0.022,11.5
2016-03-22,咯林,9.8,8.4,255.0,12.0,3.1,2.4,2.79,0.02,10.2
2016-03-23,咯林,9.9,8.3,257.0,11.8,3.2,2.4,2.793,0.02,12.6
2016-03-24,咯林,9.5,8.3,257.0,11.7,2.9,2.4,2.756,0.02,11.7
2016-03-25,咯林,9.8,8.3,255.0,11.8,2.8,2.4,2.719,0.019,12.3
2016-03-26,咯林,9.4,8.3,257.0,11.7,2.7,2.3,2.715,0.02,11.9
2016-03-27,咯林,9.4,8.3,258.0,11.9,2.6,2.2,2.737,0.018,12.8
2016-03-28,咯林,9.7,8.3,258.0,11.7,2.7,2.3,2.583,0.018,12.7
2016-03-29,咯林,9.8,8.3,259.0,11.8,2.9,2.3,2.43,0.018,14.7
2016-03-30,咯林,10.3,8.2,261.0,11.5,2.6,2.3,2.394,0.017,12.3
2016-03-31,咯林,11.3,8.2,262.0,11.3,2.7,2.3,2.495,0.019,13.6
2016-04-01,咯林,10.4,8.1,259.0,11.3,2.9,,2.489,0.019,13.7
2016-04-02,咯林,10.8,8.1,258.0,11.3,2.7,2.3,2.35,0.017,13.1
2016-04-03,咯林,10.7,8.0,258.0,11.0,2.7,2.3,2.31,0.017,14.8
2016-04-04,咯林,9.7,8.0,255.0,11.3,2.4,2.2,2.333,0.018,10.9
2016-04-05,咯林,10.4,8.1,253.0,11.4,2.2,2.3,2.257,0.017,10.9
2016-04-06,咯林,10.2,8.1,253.0,11.5,2.3,2.4,,,11.0
2016-04-07,咯林,10.4,8.1,253.0,11.3,2.1,2.3,,,12.6
2016-04-08,咯林,10.5,8.1,253.0,11.3,2.4,2.4,,,13.1
2016-04-09,咯林,10.7,8.2,253.0,11.3,2.4,2.3,,,13.6
2016-04-10,咯林,11.4,8.3,252.0,11.4,2.5,2.2,,,13.6
2016-04-11,咯林,11.6,8.2,251.0,11.2,2.6,2.2,,,13.9
2016-04-12,咯林,11.2,8.3,251.0,11.0,2.8,2.2,,,15.7
2016-04-13,咯林,11.3,8.3,251.0,10.6,2.5,2.3,2.488,,15.1
2016-04-14,咯林,11.1,8.2,249.0,10.8,2.5,2.3,2.349,,13.8
2016-04-15,咯林,12.0,8.3,249.0,11.1,2.5,2.4,2.187,,13.0
2016-04-16,咯林,11.7,8.2,250.0,11.1,2.8,2.4,2.372,,14.3
2016-04-17,咯林,11.6,8.2,247.0,10.5,3.2,2.4,2.565,,16.5
2016-04-18,咯林,11.6,8.1,249.0,10.0,6.7,2.6,,,17.8
2016-04-19,咯林,,,,,,,,,
2016-04-20,咯林,,,,,,,,,
2016-04-21,咯林,,,,,,,,,
2016-04-22,咯林,12.4,8.1,240.0,11.3,3.1,,,,14.2
2016-04-23,咯林,13.5,8.1,234.0,10.7,3.4,2.7,2.518,,15.9
2016-04-24,咯林,12.9,8.0,233.0,10.9,3.5,2.7,2.394,0.046,11.3
2016-04-25,咯林,13.3,8.1,232.0,11.2,3.3,2.6,,0.035,10.7
2016-04-26,咯林,13.8,8.2,234.0,11.3,3.4,2.6,,0.03,10.4
2016-04-27,咯林,13.1,8.1,240.0,11.1,3.2,2.5,2.411,0.043,12.3
2016-04-28,咯林,11.4,8.0,246.0,11.0,2.8,2.5,2.364,0.059,9.4
2016-04-29,咯林,11.8,8.1,248.0,11.2,2.8,2.5,2.276,0.064,7.5
2016-04-30,咯林,12.2,8.1,249.0,10.8,2.7,2.5,2.224,0.06,7.1
2016-05-01,咯林,12.3,8.1,251.0,11.0,2.6,2.4,2.046,0.057,6.9
2016-05-02,咯林,13.1,8.1,249.0,10.9,2.8,2.5,2.169,0.045,8.4
2016-05-03,咯林,12.7,8.0,248.0,10.4,3.1,2.3,2.45,0.01,9.5
2016-05-04,咯林,12.3,8.0,256.0,10.5,6.7,2.6,2.331,0.024,15.8
2016-05-05,咯林,12.9,8.0,255.0,10.6,4.6,2.7,2.139,0.037,9.0
2016-05-06,咯林,12.5,7.9,254.0,10.6,3.0,2.5,2.238,0.015,6.9
2016-05-07,咯林,12.7,8.0,256.0,10.6,2.7,2.5,2.112,0.01,6.0
2016-05-08,咯林,13.5,8.1,255.0,10.7,2.6,2.4,1.966,0.02,6.3
2016-05-09,咯林,14.3,8.1,255.0,10.4,2.9,2.4,2.042,0.027,6.9
2016-05-10,咯林,13.5,8.0,254.0,10.1,2.8,2.4,2.177,,6.4
2016-05-11,咯林,13.7,7.9,257.0,9.8,3.4,2.6,2.143,,6.2
2016-05-12,咯林,15.8,8.1,257.0,10.0,3.5,2.6,2.144,,6.1
2016-05-13,咯林,16.6,8.1,256.0,9.9,3.6,2.5,2.019,0.039,6.9
2016-05-14,咯林,17.2,8.1,256.0,9.8,4.5,2.6,1.89,0.061,9.4
2016-05-15,咯林,17.6,8.2,256.0,9.8,4.6,2.4,2.07,0.07,8.9
2016-05-16,咯林,17.6,8.0,255.0,9.0,6.5,2.6,2.058,0.058,12.5
2016-05-17,咯林,17.6,8.1,257.0,8.9,7.9,3.1,2.049,,15.6
2016-05-18,咯林,18.4,8.2,252.0,8.6,5.3,2.8,1.878,0.07,12.4
2016-05-19,咯林,18.9,8.2,251.0,9.1,4.7,2.7,1.813,0.067,11.4
2016-05-20,咯林,19.0,8.2,253.0,9.9,4.9,2.6,1.834,0.076,10.5
2016-05-21,咯林,18.8,8.3,252.0,10.0,5.3,2.5,1.708,0.075,12.3
2016-05-22,咯林,19.4,8.4,253.0,10.0,4.5,2.5,1.648,0.068,12.8
2016-05-23,咯林,20.1,8.2,255.0,9.6,3.5,2.6,1.664,,12.0
2016-05-24,咯林,19.8,8.1,256.0,9.0,4.0,2.5,2.23,,9.6
2016-05-25,咯林,19.0,7.8,257.0,8.5,6.4,2.6,2.214,0.053,8.6
2016-05-26,咯林,19.7,8.0,257.0,9.2,3.5,2.8,2.235,0.052,9.1
2016-05-27,咯林,20.1,7.9,257.0,8.9,3.6,2.6,2.048,0.032,8.3
2016-05-28,咯林,21.0,8.0,257.0,9.1,3.2,2.6,2.078,0.027,7.7
2016-05-29,咯林,21.1,8.1,258.0,9.3,4.5,2.5,2.027,0.031,9.7
2016-05-30,咯林,21.2,8.1,260.0,9.0,5.9,2.5,2.059,0.033,9.8
2016-05-31,咯林,21.4,8.2,260.0,9.3,4.8,2.6,2.037,0.029,9.8
2016-06-01,咯林,22.3,8.2,261.0,9.2,4.0,2.7,1.958,0.023,9.1
2016-06-02,咯林,22.7,8.3,261.0,9.4,4.4,2.7,2.054,0.017,11.2
2016-06-03,咯林,22.6,8.2,262.0,9.4,3.1,2.7,2.196,0.017,10.9
2016-06-04,咯林,22.2,8.2,262.0,9.4,3.1,2.6,2.153,0.018,13.3
2016-06-05,咯林,22.2,7.9,264.0,8.5,4.1,2.6,2.165,0.02,11.7
2016-06-06,咯林,21.7,8.1,263.0,9.4,3.4,2.6,2.207,0.016,13.5
2016-06-07,咯林,22.4,8.0,264.0,9.0,3.2,2.6,2.187,0.025,15.4
2016-06-08,咯林,22.8,8.0,269.0,8.9,2.5,2.7,2.184,0.027,14.4
2016-06-09,咯林,23.2,8.1,270.0,8.9,2.7,2.6,2.15,0.017,8.8
2016-06-10,咯林,24.0,8.3,268.0,9.5,1.9,2.6,2.079,0.014,8.0
2016-06-11,咯林,24.3,8.4,266.0,9.6,2.0,2.6,2.073,0.02,9.6
2016-06-12,咯林,23.8,8.1,263.0,8.9,2.4,2.5,2.169,0.019,11.6
2016-06-13,咯林,23.4,8.1,264.0,8.9,2.8,2.5,2.227,0.021,13.4
2016-06-14,咯林,24.4,8.3,267.0,9.2,2.1,2.6,2.223,0.025,12.9
2016-06-15,咯林,,,,,,,2.208,0.017,
2016-06-16,咯林,,,,,,,,,
2016-06-17,咯林,22.5,8.0,268.0,8.2,3.0,2.7,2.112,0.023,10.6
2016-06-18,咯林,23.7,8.3,269.0,9.1,2.2,2.7,2.102,0.019,7.1
2016-06-19,咯林,24.6,8.3,270.0,9.0,1.8,2.6,2.092,0.021,7.0
2016-06-20,咯林,24.9,8.3,270.0,8.9,1.7,2.6,2.076,0.02,8.2
2016-06-21,咯林,24.7,8.3,268.0,8.9,1.6,2.6,2.07,0.018,6.9
2016-06-22,咯林,24.6,8.2,270.0,8.7,1.7,2.6,2.066,0.019,6.5
2016-06-23,咯林,25.2,8.2,270.0,8.6,1.8,2.6,2.029,0.021,6.5
2016-06-24,咯林,25.4,8.2,271.0,8.5,1.6,2.6,2.057,0.023,7.8
2016-06-25,咯林,24.6,7.8,272.0,7.1,2.5,2.7,2.008,0.024,6.6
2016-06-26,咯林,24.1,8.3,272.0,9.1,3.4,2.7,1.909,0.024,11.0
2016-06-27,咯林,24.5,8.6,273.0,9.8,2.4,2.7,1.86,0.018,11.3
2016-06-28,咯林,25.1,8.7,270.0,10.1,2.0,2.7,1.749,0.017,10.1
2016-06-29,咯林,25.3,8.6,269.0,9.5,2.0,2.7,1.687,0.021,8.1
2016-06-30,咯林,25.5,8.4,269.0,8.8,2.1,2.7,1.732,0.02,7.5
2016-07-01,咯林,25.5,8.1,270.0,7.7,2.2,2.7,1.789,0.021,6.4
2016-07-02,咯林,24.3,7.6,261.0,5.8,8.8,2.9,1.871,0.041,9.4
2016-07-03,咯林,23.9,7.3,240.0,5.1,14.6,3.6,2.367,0.091,10.2
2016-07-04,咯林,22.4,7.5,248.0,6.4,30.5,3.1,2.035,0.055,9.2
2016-07-05,咯林,21.3,7.0,138.0,6.5,162.0,4.0,2.773,0.048,16.0
2016-07-06,咯林,,,,,,,,,
2016-07-07,咯林,,,,,,,,,
2016-07-08,咯林,,,,,,,,,
2016-07-09,咯林,19.6,7.4,219.0,8.5,25.1,3.0,2.91,0.043,3.3
2016-07-10,咯林,19.5,7.4,216.0,8.6,23.6,2.9,2.78,0.037,3.7
2016-07-11,咯林,19.5,7.4,212.0,8.7,22.0,2.9,2.802,0.038,4.9
2016-07-12,咯林,19.2,7.5,207.0,8.6,20.2,2.8,3.05,0.05,7.2
2016-07-13,咯林,19.4,7.5,206.0,8.7,18.2,2.8,2.963,0.041,6.4
2016-07-14,咯林,19.8,7.5,207.0,8.7,11.8,2.9,2.943,0.044,6.8
2016-07-15,咯林,20.4,7.6,210.0,8.8,8.7,3.0,2.863,0.041,8.5
2016-07-16,咯林,19.9,7.5,204.0,8.4,15.8,3.0,2.854,0.04,7.4
2016-07-17,咯林,20.6,7.3,197.0,7.7,23.8,3.3,2.947,0.093,7.0
2016-07-18,咯林,20.9,7.3,198.0,8.0,15.4,3.1,3.105,0.071,3.5
2016-07-19,咯林,21.3,7.4,201.0,7.9,10.7,2.9,3.102,0.053,2.0
2016-07-20,咯林,22.0,7.5,204.0,8.0,8.6,2.8,2.901,0.042,1.8
2016-07-21,咯林,21.9,7.5,204.0,8.2,8.3,2.8,2.858,0.038,2.1
2016-07-22,咯林,22.6,7.4,207.0,8.5,6.4,2.8,2.771,0.033,2.7
2016-07-23,咯林,24.4,7.7,209.0,9.1,4.9,2.6,2.735,0.025,6.3
2016-07-24,咯林,24.8,7.8,209.0,9.3,5.0,2.6,2.561,0.022,8.1
2016-07-25,咯林,24.0,7.8,210.0,9.3,4.7,2.6,2.543,0.015,10.0
2016-07-26,咯林,24.4,7.8,212.0,9.3,4.0,2.6,2.682,0.018,8.2
2016-07-27,咯林,24.6,7.7,205.0,8.3,4.0,2.7,2.643,0.017,4.9
2016-07-28,咯林,24.2,7.7,205.0,8.5,3.5,2.6,2.786,0.013,4.6
2016-07-29,咯林,24.5,7.6,211.0,8.0,3.4,2.6,2.705,0.015,3.6
2016-07-30,咯林,23.8,7.4,216.0,7.4,5.0,2.8,2.708,0.025,5.3
2016-07-31,咯林,24.9,7.4,209.0,7.4,8.8,2.9,2.761,0.052,4.8
2016-08-01,咯林,25.2,7.5,212.0,7.9,5.1,2.8,2.782,,4.5
2016-08-02,咯林,25.1,7.5,214.0,7.9,4.7,2.7,2.81,,3.8
2016-08-03,咯林,24.7,7.7,214.0,8.7,4.5,2.5,2.848,,4.4
2016-08-04,咯林,25.9,8.2,215.0,9.7,4.2,2.5,2.769,,8.3
2016-08-05,咯林,26.5,8.4,215.0,10.0,3.7,2.5,2.725,,16.5
2016-08-06,咯林,26.8,8.3,214.0,9.5,3.0,2.4,2.731,,9.0
2016-08-07,咯林,26.8,8.2,215.0,8.8,2.8,2.3,2.742,,6.2
2016-08-08,咯林,26.9,8.1,215.0,8.7,3.3,2.4,2.716,,4.6
2016-08-09,咯林,26.6,8.1,218.0,9.2,3.3,2.6,2.737,0.068,3.5
2016-08-10,咯林,26.2,7.9,217.0,9.0,3.0,2.6,2.691,0.063,3.2
2016-08-11,咯林,26.9,7.9,221.0,8.6,2.5,2.6,2.662,0.059,3.2
2016-08-12,咯林,27.1,8.0,221.0,8.8,2.2,2.6,2.655,0.051,3.2
2016-08-13,咯林,26.4,7.9,219.0,8.6,2.4,2.6,2.717,0.043,3.4
2016-08-14,咯林,26.0,8.0,219.0,8.5,2.3,2.6,2.711,0.042,3.7
2016-08-15,咯林,25.6,7.8,220.0,8.0,2.6,2.6,2.785,0.04,4.2
2016-08-16,咯林,25.9,8.0,219.0,8.6,2.1,2.6,2.826,0.037,5.0
2016-08-17,咯林,26.2,8.0,220.0,8.7,1.7,2.8,2.806,0.031,6.4
2016-08-18,咯林,26.2,8.1,219.0,8.5,1.6,2.7,2.715,0.03,7.2
2016-08-19,咯林,26.0,8.1,218.0,8.2,1.5,2.6,2.831,0.037,5.6
2016-08-20,咯林,25.9,8.1,219.0,8.1,1.5,2.6,2.775,0.036,6.0
2016-08-21,咯林,26.0,8.0,219.0,8.0,1.5,2.6,2.778,0.037,6.4
2016-08-22,咯林,25.5,7.9,219.0,7.7,1.6,2.6,2.736,0.036,5.1
2016-08-23,咯林,25.2,8.0,220.0,8.1,1.5,2.6,2.651,0.029,5.7
2016-08-24,咯林,25.6,8.0,221.0,8.1,1.3,2.6,2.636,0.028,4.3
2016-08-25,咯林,25.7,8.0,223.0,8.1,1.2,2.6,2.625,0.025,3.6
2016-08-26,咯林,24.4,7.8,221.0,7.3,1.5,2.6,2.59,0.022,2.8
